description,type,model,location,condition,latitude,longitude
Seat - Straight Seat - Wooden Battens - Type 2 - Flagstaff Gardens,Seat,Seat - Straight Seat - Wooden Battens - Type 2,Flagstaff Gardens,4.0,-37.811111964471664,144.95461703902555
Seat - Straight Seat - Wooden Battens - Type 2 - Carlton Gardens South,Seat,Seat - Straight Seat - Wooden Battens - Type 2,Carlton Gardens South,3.0,-37.80621351765824,144.97139611742546
Seat - Straight Seat - Wooden Battens - Type 2 - Fawkner Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,Fawkner Park,4.0,-37.84505775439888,144.9820799571518
Seat - Straight Seat - Wooden Battens - Type 2 - Fawkner Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Fawkner Park approximately 42m North of Serco Australia Pty Limited, The Lodge, Fawkner Park, 1A Slater Street, South Yarra, 3141",4.0,-37.83847191151331,144.97820562953106
Seat - Straight Seat - Wooden Battens - Type 2 - Fitzroy Gardens,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Fitzroy Gardens approximately 52m South of Australasian Fire & Emergency Service Authorities, Ground, 370 Albert Street, East Melbourne, 3002",4.0,-37.81023359515223,144.9788963128947
Seat - Straight Seat - Wooden Battens - Type 2 - Queen Victoria Gardens,Seat,Seat - Straight Seat - Wooden Battens - Type 2,Queen Victoria Gardens,3.0,-37.8221497193464,144.9705105165561
Seat - Straight Seat - Wooden Battens - Type 2 - Shrine of Remembrance Reserve,Seat,Seat - Straight Seat - Wooden Battens - Type 2,Shrine of Remembrance Reserve,4.0,-37.828460891058846,144.97238645158782
Seat - Straight Seat - Wooden Battens - Type 2 - Fawkner Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Fawkner Park approximately 79m NW of Christ Church Vicarage, 61 Park Place, South Yarra, 3141",3.0,-37.83862299184809,144.98498854454178
Seat - Straight Seat - Wooden Battens - Type 2 - Flagstaff Gardens,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Flagstaff Gardens approximately 58m SW of Oaks On William, 340 William Street, Melbourne, 3000",3.0,-37.81150985705796,144.9557860349
Seat - Straight Seat - Wooden Battens - Type 2 - Fitzroy Gardens,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Fitzroy Gardens approximately 73m South of Australasian Fire & Emergency Service Authorities, Gnd & Flr1, 340 Albert Street, East Melbourne, 3002",3.0,-37.81048986626154,144.97953030869527
Seat - Straight Seat - Wooden Battens - Type 2 - Fitzroy Gardens,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Fitzroy Gardens approximately 76m West of Bishopscourt, 120 Clarendon Street, East Melbourne, 3002",4.0,-37.81282879087728,144.98244233668515
Seat - Straight Seat - Wooden Battens - Type 2 - Fitzroy Gardens,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Fitzroy Gardens approximately 71m NW of Precision Haematology, Ground, 140 Clarendon Street, East Melbourne, 3002",4.0,-37.81196786885923,144.98269329742394
Seat - Straight Seat - Wooden Battens - Type 2 - Carlton Gardens North,Seat,Seat - Straight Seat - Wooden Battens - Type 2,Carlton Gardens North,3.0,-37.80294833510104,144.9729955927444
Seat - Straight Seat - Wooden Battens - Type 2 - Fitzroy Gardens,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Fitzroy Gardens approximately 42m NE of Cooks' Cottage, Fitzroy Gardens, Wellington Parade, East Melbourne, 3002",3.0,-37.81423043313605,144.97983761203886
Seat - Straight Seat - Wooden Battens - Type 2 - Darling Square,Seat,Seat - Straight Seat - Wooden Battens - Type 2,Darling Square,3.0,-37.81269627335753,144.9892993350067
Seat - Metal Seat - Kensington Banks Type - Gilbertson Walk,Seat,Seat - Metal Seat - Kensington Banks Type,"Stockmans Way between Watkins Way and Colonial Place approximately 11m NW of 31-33 Stockmans Way, Kensington, 3031",3.0,-37.791445500366144,144.92204131101616
Seat - Stainless Steel Seat - Fixed,Seat,Seat - Stainless Steel Seat - Fixed,"Saint Mangos Lane North between Docklands Drive and Little Docklands Drive approximately 52m North of Care Park Pty Ltd, 400 Docklands Drive, Docklands, 3008",3.29,-37.81313653889152,144.94081689540087
Seat - Stainless Steel Seat - Fixed,Seat,Seat - Stainless Steel Seat - Fixed,"Saint Mangos Lane North between Docklands Drive and Little Docklands Drive approximately 39m NE of Care Park Pty Ltd, 400 Docklands Drive, Docklands, 3008",3.29,-37.813357222691984,144.940939805052
Seat - Stainless Steel Straight Seat,Seat,Seat - Stainless Steel Straight Seat,"Swanston Street between Lonsdale Street and Little Lonsdale Street approximately 8m NE of Kwafood Fried Chuan Swanston, 287 Swanston Street, Melbourne, 3000",4.44,-37.81127540139315,144.96448555255662
Seat - Metal Seat,Seat,Seat - Metal Seat,"Intersection of Grant Street and Wells Street approximately 32m NW of 1 Wells Street, Southbank, 3006",2.99,-37.82536234076961,144.96915289034564
Seat - Straight Seat - Wooden Battens - Type 2 - State Library of Victoria,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"State Library of Victoria approximately 39m North of Idarts Hive, 243 Little Lonsdale Street, Melbourne, 3000",3.0,-37.810134837775024,144.96471815537592
Seat - Stainless Steel Straight Seat,Seat,Seat - Stainless Steel Straight Seat,"Collins Street between Swanston Street and Elizabeth Street approximately 5m NW of Janai Jewellery, Shop 2 East Basement & Shops 1-5, 259 Collins Street, Melbourne, 3000",4.45,-37.81594888838772,144.96529822327304
Seat - Metal Bench,Seat,Seat - Metal Bench,"Swanston Street between Bourke Street and Little Bourke Street approximately 7m West of Instea, 210 Swanston Street, Melbourne, 3000",3.16,-37.81286532152182,144.96543309379044
Seat - Metal Bench Around Tree Base,Seat,Seat - Metal Bench Around Tree Base,"Swanston Street between Bourke Street and Little Bourke Street approximately 8m SW of HSBC, Shop 7, 246 Bourke Street, Melbourne, 3000",4.16,-37.81308905359279,144.9655408853424
Seat - Metal Bench Around Tree Base,Seat,Seat - Metal Bench Around Tree Base,"Swanston Street between Bourke Street and Little Bourke Street approximately 17m South of Money Exchange, Kiosk, 246 Bourke Street, Melbourne, 3000",3.16,-37.81332267207805,144.96564193130584
Seat - Metal Bench Around Tree Base,Seat,Seat - Metal Bench Around Tree Base,"Swanston Street between Bourke Street and Little Bourke Street approximately 8m NE of Strandbags, Gnd, Bmt & Lvl 1, 179-183 Swanston Street, Melbourne, 3000",4.16,-37.81333469662564,144.96544076815633
Seat - Metal Bench Around Tree Base,Seat,Seat - Metal Bench Around Tree Base,"Swanston Street between Bourke Street and Little Bourke Street approximately 7m East of Bupa, Shop 6, 201 Swanston Street, Melbourne, 3000",3.16,-37.8129870803156,144.96528242120817
Seat - Stainless Steel Seat - 3m & LED lights,Seat,Seat - Stainless Steel Seat - 3m & LED lights,"Swanston Street between A'Beckett Street and Franklin Street approximately 11m NW of RMIT University (City Campus), Gnd,Lvl 1 & 3, Pt Lvl 2 & 4, Lvl 5-15 Bld 12 RMIT, 394-412 Swanston Street, Melbourne, 3000",3.44,-37.80784340570601,144.96312796025455
Seat - Stainless Steel Seat - 3m & LED lights,Seat,Seat - Stainless Steel Seat - 3m & LED lights,"Swanston Street between A'Beckett Street and Franklin Street approximately 6m SW of RMIT University (City Campus), Gnd,Lvl 1 & 3, Pt Lvl 2 & 4, Lvl 5-15 Bld 12 RMIT, 394-412 Swanston Street, Melbourne, 3000",3.44,-37.80794348906094,144.96317268856595
Seat - Stainless Steel Bench - Docklands,Seat,Seat - Stainless Steel Bench - Docklands,"Harbour Esplanade between Bourke Street and La Trobe Street approximately 14m NW of 102-104 Harbour Esplanade, Docklands, 3008",3.44,-37.81831999902127,144.94654486562422
Seat - Stainless Steel Straight Seat,Seat,Seat - Stainless Steel Straight Seat,"Batmans Hill Drive between Wurundjeri Way and Collins Street approximately 30m SW of Subway, 38 Batmans Hill Drive, Docklands, 3008",3.3,-37.821184867724185,144.94889956629467
Drinking Fountain - Drinking Fountain - Monument Style Type 3,Drinking Fountain,Drinking Fountain - Drinking Fountain - Monument Style Type 3 - Heritage,"Gisborne Street between Albert Street and Victoria Parade approximately 39m SE of Fire Services Museum Of Victoria, 108-122 Victoria Parade, East Melbourne, 3002",3.16,-37.808763201408944,144.9755999159518
Seat - Timber Swivel Seat - Docklands,Seat,Seat - Timber Swivel Seat - Docklands,"River Esplanade between Mills Place and Riggers Place approximately 42m North of 64 South Wharf Drive, Docklands, 3008",3.16,-37.82193541170236,144.93724960564546
Seat - Timber Swivel Seat - Docklands,Seat,Seat - Timber Swivel Seat - Docklands,"River Esplanade between Mills Place and Riggers Place approximately 42m North of 64 South Wharf Drive, Docklands, 3008",3.16,-37.82193859189776,144.93727167028229
Drinking Fountain - Leaf Type - Dog Bowl  - Errol Street Reserve,Drinking Fountain,Drinking Fountain - Leaf Type - Dog Bowl,"Errol Street Reserve approximately 39m East of 2B Harris Street, North Melbourne, 3051",4.0,-37.79924850919621,144.9504177251165
Seat - Straight Seat - Wooden Battens - Type 2 - New Quay Central Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Newquay Central approximately 27m SE of NewQuay Central Park, NewQuay Central Park, 429-437 Docklands Drive, Docklands, 3008",4.0,-37.81480904356855,144.93897913904402
Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,Royal Park,4.0,-37.79214558169684,144.9483765486927
Seat - Unclassified - Hub@Docklands,Seat,Seat - Unclassified,Hub@Docklands,5.0,-37.81976474633931,144.94752611482227
Seat - Unclassified - Hub@Docklands,Seat,Seat - Unclassified,Hub@Docklands,5.0,-37.82011046064642,144.94737760074815
Seat - Straight Seat - Wooden Battens - Type 2 - Kensington Hall Reserve,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Kensington Hall Reserve approximately 21m SE of 32 Maloney Street, Kensington, 3031",3.0,-37.78910801479445,144.92816793552458
Seat - Straight Seat - Wooden Battens - Type 2 - Princes Park,Seat,Seat - Straight Seat - Wooden Battens - Type 2,Princes Park,3.0,-37.781650906564245,144.9625641914128
Seat - Straight Seat - Wooden Battens - Type 2 - Liddy Street Reserve,Seat,Seat - Straight Seat - Wooden Battens - Type 2,"Liddy Street Reserve approximately 24m SW of 14 Liddy Street, Kensington, 3031",4.0,-37.79003995611028,144.9257586837838
Seat - Alloy Frame and Narrow Wooden Slats - Birrarung Marr,Seat,Seat - Alloy Frame and Narrow Wooden Slats,"Birrarung Marr approximately 48m SW of Artplay, Artplay, Birrarung Marr, Batman Avenue, Melbourne, 3000",3.0,-37.818631549526856,144.9712386229314
Drinking Fountain - Leaf Type - Dog Bowl  - Royal Park,Drinking Fountain,Drinking Fountain - Leaf Type - Dog Bowl,Royal Park,4.0,-37.79028778877907,144.94509842701018
Seat - Unclassified - Boyd Community Hub,Seat,Seat - Unclassified,"Boyd Community Hub approximately 33m West of 17 Balston Street, Southbank, 3006",5.0,-37.82560119196383,144.96141162438954
Drinking Fountain - Leaf Type - With Bottle Refill Tap - Docklands Park,Drinking Fountain,Drinking Fountain - Leaf Type - With Bottle Refill Tap,"Docklands Park approximately 37m SE of Wise Earth Property Group, 791 Bourke Street, Docklands, 3008",5.0,-37.81961616571647,144.94608043349226
Barbeque - Urban Design Double Hotplate,Barbeque,Barbeque - Bluestone Double Hotplate,Alexandra Park,4.0,-37.82744680370206,144.981675215773
Seat - Metal Seat,Seat,Seat - Metal Seat,"Coventry Street between St Kilda Road and Wells Street approximately 16m East of One Tree Defence Childcare Unit Coventry, 32 Coventry Street, Southbank, 3006",2.99,-37.828934974862726,144.96986446023635
Seat - Metal Seat,Seat,Seat - Metal Seat,Coventry Street between St Kilda Road and Wells Street,2.99,-37.82864203783465,144.97087538617572
Seat - Metal Seat,Seat,Seat - Metal Seat,"Miles Street between Wells Street and Dodds Street approximately 4m SW of 8 Miles Cafe & Convenience, 8 Miles Street, Southbank, 3006",2.99,-37.828498019715845,144.96803232409627
Seat - Metal Seat,Seat,Seat - Metal Seat,"Victoria Parade between Nicholson Street and Gisborne Street approximately 15m East of Wilson Parking Australia 1992 Pty Ltd, Carpark, 68-90 Victoria Parade, East Melbourne, 3002",2.15,-37.80833047062246,144.97446360875094
Seat - Metal Seat,Seat,Seat - Metal Seat,"Gisborne Street between Cathedral Place and Albert Street approximately 16m South of St Peters Eastern Hill, 453 Albert Street, East Melbourne, 3002",1.16,-37.80978789825426,144.97543550949842
Seat - Metal Seat,Seat,Seat - Metal Seat,"Errol Street between Victoria Street and Queensberry Street approximately 6m SW of The Lithuanian Club In Melbourne, Gnd & Level 1, 44-48 Errol Street, North Melbourne, 3051",3.14,-37.804068530847694,144.9495580215465
Seat - Metal Seat,Seat,Seat - Metal Seat,"Errol Street between Victoria Street and Queensberry Street approximately 12m South of Joe Taylor, 7 Errol Street, North Melbourne, 3051",3.14,-37.80491551534664,144.9491785206247
Seat - Metal Seat,Seat,Seat - Metal Seat,"Kings Domain South approximately 19m West of CitiPower Pty Ltd, Substation 20, 180 Domain Road, Melbourne, 3004",3.05,-37.834019071298016,144.98224239520368
Seat - Metal Seat,Seat,Seat - Metal Seat,"La Trobe Street between King Street and Spencer Street approximately 28m SE of Unifor Australia, 450 La Trobe Street, West Melbourne, 3003",3.09,-37.8126561081896,144.95367193335505
Seat - Metal Seat,Seat,Seat - Metal Seat,"Northbank approximately 66m North of Ponyfish Island, Kiosk, Evan Walker Bridge, Southbank, 3006",3.16,-37.81930783968038,144.9647611175125
Seat - Stainless Steel Straight Seat,Seat,Seat - Stainless Steel Straight Seat,"Lonsdale Street between Exhibition Street and Russell Street approximately 4m West of Chi Lzakaya And Seafoods, 165 Lonsdale Street, Melbourne, 3000",3.4,-37.81083852736101,144.96758548261795
Seat - Metal Seat,Seat,Seat - Metal Seat,"Approximately 32m NE of Town Hall Rail Station, 9-29 Swanston Street, Melbourne, 3000",3.16,-37.81688901161829,144.96737580457767
Seat - Metal Seat,Seat,Seat - Metal Seat,"Collins Street between Queen Street and Market Street approximately 18m East of Hengyi Pacific Pty Ltd, Gnd, Mezzanine 1-2 & Level 1, 400 Collins Street, Melbourne, 3000",3.17,-37.81693107996593,144.9612294066711
Seat - Metal Seat,Seat,Seat - Metal Seat,"Brougham Street between Dryburgh Street and Melrose Street approximately 4m NE of 57 Brougham Street, North Melbourne, 3051",2.82,-37.793582901587634,144.94312425823256
Seat - Metal Seat,Seat,Seat - Metal Seat,"Hotham Street between Hoddle Street and Simpson Street approximately 4m NW of Buccleuch/Anerley Terrace, 51 Hotham Street, East Melbourne, 3002",2.86,-37.81460511547319,144.98876953333505
Seat - Metal Seat,Seat,Seat - Metal Seat,St Kilda Road between Yarra River and Southbank Boulevard,3.16,-37.82212538397962,144.96926639204506
Seat - Metal Seat,Seat,Seat - Metal Seat,"Collins Street between King Street and Spencer Street approximately 6m North of Krispy Kreme, Shop, 607 Collins Street, Melbourne, 3000",3.17,-37.81897975141721,144.9548033783392
Seat - Straight Seat - Wooden & Concrete,Seat,Seat - Straight Seat - Wooden & Concrete,Royal Park,1.0,-37.77896932992565,144.95604021037911
Seat - Straight Seat - Wooden Battens,Seat,Seat - Straight Seat - Wooden Battens,"Flagstaff Gardens approximately 32m South of Flagstaff Lodge, Flagstaff Lodge, Flagstaff Gardens, 309 William Street, West Melbourne, 3003",1.94,-37.81120296547005,144.95596533882212
Seat - Stainless Steel Bench - Docklands,Seat,Seat - Stainless Steel Bench - Docklands,Victoria Harbour Promenade,3.44,-37.81881687325819,144.9437494509178
Seat - Metal Seat - Park Type,Seat,Seat - Metal Seat - Park Type,"Macaulay Road between Henry Street and Gower Street approximately 4m South of Blackhearts & Sparrows Wine Purveyors, 516 Macaulay Road, Kensington, 3031",3.14,-37.7942597186564,144.9290163343038
Seat - Metal Seat - Park Type,Seat,Seat - Metal Seat - Park Type,"North Melbourne Recreation Centre Aquatic Centre approximately 31m West of North Melbourne Recreation Centre, Aquatic Centre, 1 Macaulay Road, North Melbourne, 3051",1.0,-37.79991801453802,144.94321371639933
Seat - Flat Bench Seat - L Shaped,Seat,Seat - Flat Bench Seat - L Shaped,"Eastwood and Rankins Road Reserve approximately 28m West of 151 Rankins Road, Kensington, 3031",1.59,-37.793643118651225,144.93088155636144
Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,Drinking Fountain,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,"NewQuay Promenade approximately 7m SE of Pleasure Cruising Club Inc/Boat4Hire, 84 Newquay Promenade, Docklands, 3008",3.44,-37.81555894354543,144.93989772357784
